epoch,train_loss,epoch_sec,dice_MA,dice_HE,dice_EX_H,dice_EX_S,dice_NV,dice_ME,dice_mean,_annotated_per_channel
1,30.707891882693723,95.9,0.0,0.0,0.13920166771877798,0.0,,,0.034800416929694496,"[756, 756, 756, 756, 0, 0]"
2,2.50976720407661,80.9,0.030419715055833654,0.0009455226967658058,0.33002379380364505,0.0,,,0.09034725788906113,"[756, 756, 756, 756, 0, 0]"
3,2.240821138303378,80.7,0.0330642060745867,0.022294240654497588,0.19218370001696736,0.0,,,0.06188553668651291,"[756, 756, 756, 756, 0, 0]"
4,2.094665002901009,82.8,0.08115838398283876,0.02094127266204457,0.31449820811550266,0.0,,,0.10414946619009649,"[756, 756, 756, 756, 0, 0]"
5,2.0033256150363536,82.3,0.06389193136181089,0.055255372729273125,0.41991267576580604,0.0,,,0.1347649949642225,"[756, 756, 756, 756, 0, 0]"
6,1.9438250305947293,82.4,0.09528985507246376,0.044079672363032285,0.31747131747131746,0.0018192844147968466,,,0.1146650323304026,"[756, 756, 756, 756, 0, 0]"
7,1.904215879598807,82.8,0.08621626516935338,0.04618516755052785,0.4210731082148047,0.0,,,0.1383686352336715,"[756, 756, 756, 756, 0, 0]"
8,1.888188412517644,82.2,0.09419770773638969,0.04400411099691675,0.42226241443256485,0.0,,,0.14011605829146784,"[756, 756, 756, 756, 0, 0]"
